v1 v2 v3 J Ka Kc      E                U           n1     n2       r
   0 3 3 3 1 3     15676.6902981927    1.142e-03     11     5       R+
   1 0 0 27 17 11  15677.2658281525    1.620e-02      1     1       U 
   1 0 0 27 17 10  15677.2905291514    1.903e-02      4     2       R-
   2 3 1 5 3 2     15679.1187245501    1.656e-03     12     5       R+
   1 5 1 7 3 5     15681.9524585839    3.995e-03     10     4       R-
   2 3 1 6 2 5     15683.5450593836    1.728e-03      8     6       R+
   2 0 2 8 7 1     15684.3125223136    1.600e-03      2     2       R-
   2 0 2 8 7 2     15684.3142613763    2.174e-03      3     3       R-
   0 0 0 41 1 41   15684.3967811901    5.403e-03      3     2       R-
   0 0 0 41 0 41   15684.3967841901    5.403e-03      3     2       R-
   3 0 1 10 7 3    15685.4083719039    4.790e-03      3     3       R-
   3 0 1 10 7 4    15686.0109245250    1.410e-02      2     2       R-
   0 2 3 8 7 2     15686.0539442486    1.669e-03     11     4       R+
   0 2 3 8 7 1     15686.0550840798    1.116e-03     11     6       R+
   1 1 1 26 1 25   15687.1866511983    1.048e-02      1     1       U 
   1 1 1 26 2 25   15687.1934861151    1.824e-02      5     2       R-
   0 6 1 14 3 11   15687.7984999385    1.436e-02      5     2       R-
   2 0 2 10 4 7    15688.0445922334    1.170e-03     11     4       R+
   2 1 1 14 9 6    15688.8523991585    1.880e-02      2     1       R-
   2 1 1 14 9 5    15688.8626996325    1.372e-02      6     1       R-
   1 3 2 5 0 5     15689.1744190260    1.770e-03      5     3       R-
   2 4 0 11 5 7    15689.7481582331    8.002e-03      1     1       U 
   0 3 3 2 2 1     15691.5416862753    1.765e-03      6     4       R+
   0 3 3 2 2 0     15692.8863943032    1.350e-03      8     6       R+
   0 2 3 10 4 6    15694.1756071626    3.000e-03      4     2       R-
   1 0 0 35 1 34   15694.1937514230    1.082e-02      3     2       R-
   1 0 0 35 2 34   15694.1942594230    1.132e-02      3     2       R-
   0 0 1 34 3 32   15694.4296981090    1.608e-02      4     2       R-
   0 0 1 34 2 32   15694.4305161090    1.527e-02      4     2       R-
   0 2 0 28 14 15  15699.2497618153    1.136e-02      4     1       R-
   1 3 2 4 2 3     15701.9073801162    3.000e-03      4     2       R-
   3 3 0 4 4 0     15703.1059872995    3.894e-03      5     4       R+
   0 4 2 15 0 15   15703.2795597089    1.670e-02      4     1       R-
   3 3 0 4 4 1     15703.5317801162    3.000e-03      2     2       R-
   0 0 1 24 23 1   15707.0209632773    4.665e-03      5     3       R-
   0 0 1 24 23 2   15707.0209632773    4.665e-03      5     2       R-
   2 3 1 4 4 1     15707.5403025402    3.754e-03      8     5       R+
   2 3 1 4 4 0     15707.5593858705    1.374e-03     16     9       R+
   3 2 0 11 5 6    15708.1025912934    8.001e-03      1     1       U 
   1 0 0 26 19 7   15708.3952799713    4.401e-03      8     2       R-
   1 0 0 26 19 8   15708.3953419713    4.400e-03      8     5       R-
   1 0 0 36 0 36   15708.6019112424    1.094e-02      3     2       R-
   1 0 0 36 1 36   15708.6019182424    1.295e-02      3     2       R-
   1 0 0 24 23 1   15709.1538273457    1.660e-02      8     2       R-
   1 0 0 24 23 2   15709.1538273457    1.660e-02      8     3       R-
   2 2 1 12 3 9    15712.6294155499    4.018e-03      7     3       R-
   1 5 1 8 2 6     15712.6543236934    1.982e-02      4     1       R-
   4 0 0 13 1 12   15713.2677112638    1.003e-03      2     2       R-
   0 2 0 25 19 7   15713.6374048898    3.938e-03      5     2       R-
   0 2 0 25 19 6   15713.6374558898    3.937e-03      5     2       R-
   1 1 0 22 20 3   15714.2019956951    1.421e-02      3     2       R-
   1 1 0 22 20 2   15714.2019956951    1.421e-02      3     2       R-
   0 3 3 3 1 2     15714.3826205424    3.419e-03      6     4       R-
   4 1 0 4 3 2     15716.7440402951    1.830e-03     18     8       R+
   1 3 2 4 2 2     15717.2607481196    1.323e-03      6     3       R-
   4 1 0 4 3 1     15718.1530642331    1.463e-03      8     6       R+
   3 1 1 4 3 2     15719.0180995093    1.288e-03     15     5       R+
   3 1 1 4 3 1     15720.3888718873    1.710e-03     26     9       R+
   0 4 2 8 8 1     15723.5143139088    3.000e-03      2     2       R+
   0 4 2 8 8 0     15723.5143189088    3.000e-03      2     2       R+
   2 0 2 9 6 4     15725.7029480674    1.753e-03      3     3       R+
   4 1 0 5 1 4     15725.8883735487    2.240e-03     15     6       R+
   2 0 2 9 6 3     15726.6093081971    1.550e-03      5     3       R-
   1 3 2 3 3 0     15728.3584439468    3.000e-03      3     3       R-
   3 1 1 5 1 4     15728.7263543768    1.887e-03     15     5       R+
   1 0 0 25 21 4   15728.9447703071    7.658e-03      5     3       R-
   1 0 0 25 21 5   15728.9447723071    7.658e-03      5     2       R-
   0 0 1 28 15 14  15729.1115996943    8.603e-03      1     1       U 
   0 0 1 28 15 13  15729.2561060107    6.642e-03      4     2       R-
   2 5 0 6 4 2     15729.2696873517    3.840e-03      4     3       R-
   2 3 1 6 2 4     15729.5271912438    1.482e-03     19     5       R+
   3 0 1 13 1 12   15730.3021883375    3.148e-04      4     4       R-
   3 0 1 13 2 12   15731.5670760830    1.032e-03     12     5       R+
   0 0 1 27 17 11  15731.6952376652    1.465e-02      3     2       R-
   0 0 1 27 17 10  15731.6952656652    1.465e-02      3     2       R-
   0 0 0 28 26 2   15732.4385490591    7.899e-03      5     2       R-
   0 0 0 28 26 3   15732.4385490591    7.899e-03      5     2       R-
   2 0 2 10 4 6    15733.2814951456    1.171e-03      4     3       R-
   3 0 0 18 10 9   15736.4096174086    1.684e-02      7     1       R-
   2 4 0 12 4 9    15737.6746155499    5.018e-03      1     1       U 
   0 0 4 7 7 1     15738.4523265954    1.220e-03      4     3       R-
   0 0 4 7 7 0     15738.4523743426    1.220e-03      5     3       R-
   1 0 3 11 1 10   15738.4675844519    2.840e-03      7     5       R+
   1 0 3 11 2 10   15738.6560737719    1.518e-03      8     6       R+
   0 1 0 31 14 17  15738.9475878983    4.678e-03      3     1       R-
   0 3 1 24 4 20   15739.8889104478    1.763e-02      3     2       R-
   2 0 2 8 8 1     15739.9633408909    1.273e-03      4     4       R-
   2 0 2 8 8 0     15739.9636403626    1.073e-03      3     3       R-
   4 1 0 5 2 4     15742.0736901452    1.714e-03     13     4       R+
   2 1 2 0 0 0     15742.8000488946    3.893e-03      4     4       R+
   1 5 1 10 0 10   15742.8081038831    1.818e-02      3     1       R-
   0 0 4 10 2 9    15743.2756603416    1.813e-02      2     1       R-
   1 5 1 6 4 2     15743.9809985086    1.475e-03     16     4       R+
   0 0 4 10 1 9    15744.4337077903    2.000e-02      1     1       U 
   3 1 1 5 2 4     15744.4809711601    1.184e-03     23     5       R+
   3 2 0 11 6 5    15745.0165568274    1.334e-03      2     2       R-
   2 2 1 12 4 9    15746.7280511338    5.034e-03      1     1       U 
   0 6 1 11 6 6    15749.0410998415    4.019e-03      2     2       R-
   0 3 3 4 0 4     15749.8332913087    1.779e-03      9     6       R+
   0 0 4 9 3 6     15749.9633621362    1.797e-02      2     1       R-
   0 6 1 11 6 5    15750.9941847938    5.008e-03      2     2       R-
   0 0 2 28 3 26   15753.5236102626    1.119e-02      3     2       R-
   0 0 2 28 2 26   15753.5261515959    1.372e-02      3     2       R-
   0 0 1 25 21 4   15753.9022168874    1.086e-02      6     2       R-
   0 0 1 25 21 5   15753.9022168874    1.086e-02      6     4       R-
   0 3 3 4 1 4     15754.8435605469    1.227e-03      6     5       R+
   4 0 0 14 1 14   15756.3020459246    1.232e-02      7     3       R-
   4 0 0 14 0 14   15756.3099689246    1.646e-02      1     1       U 
   1 0 2 21 2 19   15756.4612149920    1.109e-02      5     2       R-
   3 0 1 14 0 14   15759.0614917245    4.535e-03     13     6       R-
   3 0 1 14 1 14   15759.1361526855    4.913e-03      4     4       R-
   0 4 2 12 4 9    15759.7628145811    2.805e-03      2     2       R-
   1 0 1 27 5 23   15760.2362392557    1.246e-02      3     1       R-
   4 1 0 6 1 6     15761.3628897309    1.304e-03     18     7       R+
   4 1 0 6 0 6     15761.5963759836    4.617e-03      2     1       R-
   0 3 3 3 2 2     15761.6185934373    2.141e-03     15     8       R+
   1 6 0 9 8 2     15762.9902358578    1.118e-02      2     2       R-
   1 6 0 9 8 1     15762.9978422842    1.575e-03      5     4       R-
   3 1 1 6 1 6     15764.4818568116    1.528e-03     11     6       R+
   3 1 1 6 0 6     15764.6293323235    1.676e-03     17     7       R+
   2 1 2 1 0 1     15765.2494199011    1.926e-03     10     5       R+
   1 0 3 10 3 7    15767.6154985741    1.878e-03     13     8       R+
   0 2 3 13 1 13   15767.7217145782    2.002e-02      1     1       U 
   0 3 3 3 2 1     15767.8837333603    2.748e-03      5     3       R+
   0 5 2 5 4 1     15771.3864676283    1.379e-03      8     4       R-
   1 0 3 12 0 12   15772.1319512922    1.453e-03      8     6       R+
   1 0 3 12 1 12   15772.1394155243    1.314e-03      6     4       R-
   4 1 0 5 2 3     15773.8965541286    1.115e-03     18     8       R+
   3 1 1 5 2 3     15776.3974401715    1.794e-03     19     8       R+
   1 0 3 10 4 7    15777.9951187632    1.570e-03      4     3       R-
   2 1 2 1 1 1     15778.8051890761    1.619e-03     12     5       R+
   0 0 4 11 0 11   15780.6926208166    3.000e-03      5     3       R-
   1 3 2 5 1 4     15780.7771875227    3.000e-03      5     2       R-
   0 0 4 11 1 11   15780.9020694885    1.307e-02      2     1       R-
   2 4 0 12 5 7    15781.3493511338    5.034e-03      1     1       U 
   1 0 1 26 6 20   15782.1382010008    1.046e-02      1     1       U 
   0 5 1 18 3 15   15784.1556676986    1.778e-02      4     3       R-
   2 1 2 1 1 0     15784.2986638454    1.363e-03      9     5       R+
   0 2 3 12 1 11   15784.9625691908    1.832e-02      4     1       R-
   3 0 0 21 3 18   15785.1568236538    3.820e-02      2     1       R-
   0 1 1 27 11 17  15787.8599259205    1.233e-02      2     1       R-
   2 0 2 11 2 9    15789.2187243232    8.002e-03      1     1       U 
   2 1 1 16 5 11   15791.3202006643    1.379e-02      4     1       R-
   4 0 0 11 6 6    15792.1171004738    3.002e-03      2     2       R-
   0 0 4 8 6 3     15792.5773007500    1.055e-03      6     3       R-
   1 0 3 9 6 4     15792.8825453346    1.983e-03     10     6       R+
   3 0 0 17 12 5   15794.0215963350    6.241e-03      5     3       R-
   3 0 0 17 12 6   15794.0279781542    1.630e-02      4     2       R-
   4 0 0 12 4 9    15794.7483136124    5.003e-03      2     2       R-
   3 0 1 11 6 6    15795.0055498415    1.931e-03      3     3       R-
   2 1 1 12 12 0   15797.0879307021    6.049e-03      5     3       R+
   2 1 1 12 12 1   15797.0879317021    6.049e-03      5     2       R+
   4 0 0 12 3 9    15797.1482579899    7.180e-03      3     3       R+
   0 2 3 10 5 5    15799.3835203580    3.000e-03      2     2       R-
   4 0 0 9 9 0     15800.0307423018    8.000e-03      3     3       R-
   4 0 0 9 9 1     15800.0307461786    8.001e-03      3     3       R-
   3 3 0 8 1 8     15800.1355042126    1.045e-03      6     4       R-
   2 2 1 9 9 1     15801.0145452322    1.874e-03      7     5       R-
   2 2 1 9 9 0     15801.0159765049    1.559e-03      7     4       R-
   2 0 2 10 5 6    15801.3065071626    3.000e-03      2     2       R-
   1 3 2 6 0 6     15803.6124673517    3.000e-03      1     1       U 
   2 1 1 15 8 8    15804.2331611740    1.155e-02      8     2       R-
   1 3 2 6 1 6     15804.3567491840    1.759e-03      8     4       R+
   0 2 0 24 21 4   15806.0970240595    5.132e-03      6     3       R-
   0 2 0 24 21 3   15806.0970290595    5.132e-03      6     3       R-
   3 1 0 17 3 14   15807.9509076142    1.014e-02      1     1       U 
   2 1 2 2 0 2     15808.7213773411    1.580e-03     10     6       R+
   0 3 0 21 20 1   15809.9457744693    3.638e-03      5     2       R-
   0 3 0 21 20 2   15809.9457754694    3.638e-03      5     2       R-
   3 3 0 6 3 4     15810.0815587215    1.185e-03      6     3       R-
   3 3 0 7 1 6     15810.6111973383    1.802e-03      6     3       R-
   0 0 4 9 4 5     15812.1924217137    1.962e-02      2     1       R-
   0 2 0 23 23 0   15814.7598370295    5.612e-03      5     2       R-
   0 2 0 23 23 1   15814.7598370295    5.612e-03      5     2       R-
   3 0 1 12 3 9    15814.9433636124    7.103e-03      2     2       R-
   0 4 2 14 1 13   15815.1493745033    1.198e-02      4     1       R-
   2 3 1 6 3 4     15815.9996649767    3.703e-03     11     4       R+
   0 3 3 4 1 3     15816.3788325866    1.472e-03     10     5       R+
   3 3 0 6 3 3     15816.4773462157    1.395e-03      4     3       R-
   3 0 1 12 4 9    15817.3773287927    3.002e-03      1     1       U 
   2 1 2 2 1 2     15818.1532440229    1.383e-03     16     6       R+
   2 3 1 8 0 8     15818.4019392126    4.000e-03      7     3       R-
   2 3 1 8 1 8     15818.6350497624    5.870e-03      7     5       R+
   0 2 0 27 16 11  15818.7051139973    4.046e-03      4     1       R-
   3 3 0 5 4 1     15820.3966992615    1.503e-03      6     3       R-
   0 3 1 28 0 28   15820.6457143151    1.327e-02      3     2       R-
   3 3 0 5 4 2     15820.8046552723    1.540e-03      3     3       R-
   2 3 1 7 1 6     15820.9632089077    5.460e-03      4     3       R-
   1 3 2 4 3 2     15822.0429473618    1.112e-02      4     2       R-
   0 1 0 39 1 39   15823.2716287101    3.936e-03      3     2       R-
   0 1 0 39 0 39   15823.2716367101    3.936e-03      3     2       R-
   2 3 1 6 3 3     15824.1008602769    1.241e-03     20     6       R+
   3 3 0 7 2 6     15824.2920011328    1.935e-03      6     3       R-
   2 3 1 5 4 2     15824.5963077378    1.820e-03     18     8       R+
   2 3 1 5 4 1     15824.7842962657    1.962e-03     13     7       R+
   2 2 1 12 4 8    15824.9673808760    8.002e-03     12     3       R-
   2 1 1 17 4 14   15825.7363107741    1.426e-02      7     2       R-
   0 0 0 29 24 5   15825.7589799752    1.140e-02      5     2       R-
   0 0 0 29 24 6   15825.7590069752    1.140e-02      5     2       R-
   4 1 0 4 4 1     15826.0830413759    2.021e-03     15     8       R+
   4 1 0 4 4 0     15826.1041660421    1.728e-03      7     6       R+
   0 0 1 35 2 34   15827.1336604230    1.101e-02      1     1       U 
   1 2 2 9 7 2     15827.1609502627    3.000e-03      1     1       U 
   1 2 2 9 7 3     15827.1707301755    2.000e-03      1     1       U 
   0 4 2 14 2 13   15827.8441979824    2.017e-02      1     1       U 
   2 5 0 8 3 6     15827.9313018249    7.505e-03      4     3       R-
   3 1 1 4 4 1     15828.1420794255    1.754e-03     13     6       R+
   3 1 1 4 4 0     15828.1679845489    1.377e-03     19     8       R+
   2 0 2 10 5 5    15828.6236854593    1.216e-03      5     5       R-
   0 1 0 29 18 11  15828.7850042805    3.976e-03      8     2       R-
   0 1 0 29 18 12  15828.8044313879    9.248e-03      7     3       R-
   4 1 0 5 3 3     15832.0645709270    1.963e-03     14     5       R+
   1 1 3 0 0 0     15832.7654412185    1.920e-03      6     5       R+
   2 3 1 7 2 6     15833.7278198971    1.799e-03     16     6       R+
   3 1 1 5 3 3     15834.2250312545    1.131e-03     27     8       R+
   2 1 2 2 1 1     15834.6257915013    1.371e-03      9     4       R+
   1 5 1 9 2 8     15835.2366802333    1.208e-02      5     1       R-
   1 0 2 22 2 21   15835.5236133525    2.565e-02      3     2       R-
   4 1 0 5 3 2     15837.1505094411    1.278e-03     22     8       R+
   4 0 0 10 8 2    15838.1647353630    1.175e-02      3     2       R-
   4 0 0 10 8 3    15838.1682372262    1.600e-03      3     3       R-
   3 1 1 5 3 2     15839.4759030586    1.496e-03     19     8       R+
   3 0 1 10 8 2    15840.7303542989    1.938e-03     11     7       R-
   3 0 1 10 8 3    15840.7995037815    8.019e-03      1     1       U 
   1 0 3 10 4 6    15841.0406248735    1.082e-03      4     3       R-
   1 3 2 5 2 3     15843.9779890260    3.000e-03      6     2       R-
   0 3 3 5 0 5     15848.2582097721    1.853e-03      4     4       R+
   2 1 1 13 11 3   15848.2879951908    6.022e-03      6     3       R-
   2 1 1 13 11 2   15848.2880751908    6.022e-03      5     2       R-
   0 0 1 36 0 36   15850.9691582424    1.419e-02      3     2       R-
   0 0 1 36 1 36   15850.9691612424    1.418e-02      3     2       R-
   0 3 3 5 1 5     15851.5604929478    1.563e-03     12     6       R+
   0 1 2 27 1 27   15852.7024857329    1.432e-02      4     2       R-
   0 1 2 27 0 27   15852.7039741730    1.527e-02      5     3       R-
   0 0 2 29 1 28   15853.1609755134    1.579e-02      5     3       R-
